"Class","Sub Class","Order","Sub Order","Occupations","Gender","Age Group","Count"
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Animal Food","Dairyman, milk-seller","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Animal Food","Cheesemonger","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Animal Food","Butcher, meat salesman","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Animal Food","Provision dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Animal Food","Poulterer, game dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Animal Food","Fishmonger, fish-hawker, oyster, shellfish dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Animal Food","Others","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Vegetable Food","Corn, flour, meal, merchant, dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.",NA,"Bread and biscuit dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.",NA,"Confectionery, pastry dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.",NA,"Greengrocer, potato dealer, fruiterer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.",NA,"Others","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Wine, spirits, ale merchant, salesman, Australian wine-seller","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Ginger-beer, soda-water, mineral water, cordial merchant, salesman","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Coffee, chicory dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Grocer, tea-dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Tobacconist","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Food, Drinks, Narcotics, and Stimulants.","Drinks, Narcotics, and Stimulants","Others","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Living Animals","Live-stock dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Living Animals","Animal-trainer, horsebreaker","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Living Animals","Others (including 430 grooms, not domestic)","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Manures and Animal Waste-products","Bone-dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Manures and Animal Waste-products","Others","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Raw Materials and Manufactures","Hide, skin","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Raw Materials and Manufactures","dealer Prepared skins, leather dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Raw Materials and Manufactures","Others","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Other Animal Matters","Wool broker, dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Other Animal Matters","Tallow, fat dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Seeds, Plants, Flowers, and Vegetable Products for Fodder and Gardening Purposes","Seed-merchant","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Seeds, Plants, Flowers, and Vegetable Products for Fodder and Gardening Purposes","Flower-seller, florist","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Seeds, Plants, Flowers, and Vegetable Products for Fodder and Gardening Purposes","Hay and straw dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Seeds, Plants, Flowers, and Vegetable Products for Fodder and Gardening Purposes","Others","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Other Vegetable Matters not included elsewhere","Bark dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in and treating Animals, and dealing in Animal and Vegetable Substances, excluding Dealers in Food.","Other Vegetable Matters not included elsewhere","Others","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals and other Materials mainly used for Fuel and Light.","Coal and other Substances mainly used for Fuel and Light","Coal, coke dealer, merchant","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals and other Materials mainly used for Fuel and Light.","Coal and other Substances mainly used for Fuel and Light","Firewood dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals and other Materials mainly used for Fuel and Light.","Coal and other Substances mainly used for Fuel and Light","Petroleum, kerosene, paraffin dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals and other Materials mainly used for Fuel and Light.","Coal and other Substances mainly used for Fuel and Light","Others","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals other than for Fuel.","Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Stone, gravel, sand dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals other than for Fuel.","Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Lime dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals other than for Fuel.","Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Brick and tile dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals other than for Fuel.","Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Pottery ware, earthenware dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals other than for Fuel.","Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Glass, glassware dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals other than for Fuel.","Stone, Clay, Earthenware, Glass, and Minerals not otherwise classed","Chinaware, crockeryware dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals other than for Fuel.","Gold, Silver, and Precious Stones","Gold, silver buyer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals other than for Fuel.","Metals other than Gold and Silver","Tin, zinc dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals other than for Fuel.","Metals other than Gold and Silver","Antimony, lead dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals other than for Fuel.","Metals other than Gold and Silver","Iron-ore, pig-iron, scrap-iron dealer","Female","Under 5 Years",NA
"Commercial","Trade","Persons engaged in dealing in Minerals other than for Fuel.","Metals other than Gold and Silver","Iron bar, plate, rod, wire dealer","Female","Under 5 Years",NA
